image1,image2,pos,corr_resp,c_ic,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,text.started,key_resp_2.started,instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,fixation.started,image.started,image_2.started,image.stopped,image_2.stopped,cue.started,key_resp.started,cue.stopped,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,thankyou.started,text_2.started,text_2.stopped,thankyou.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
C:\Users\twara\Downloads\Expressionless Emoji [Free Download IOS Emojis].png,C:\Users\twara\Downloads\Smiling With Closed Eyes Emoji [Free Download IOS Emojis].png,0.3,up,ic,0,9,9,18,18.561546500000986,,,,,,,,,18.4812600999976,18.561546500000986,18.995529600000737,18.995529600000737,19.494904700000916,19.494904700000916,19.795295399999304,20.095156499999575,20.2444977999985,20.180167999998957,up,1,0.07587359999888577,None,,,,,2,001,2023-11-10_18h08.19.144,solo,2023.2.2,60.220430864132155,2023-11-10 18h08.30.209638 +0530,
C:\Users\twara\Downloads\Smiling With Closed Eyes Emoji [Free Download IOS Emojis].png,C:\Users\twara\Downloads\Expressionless Emoji [Free Download IOS Emojis].png,0.3,up,c,0,10,10,2,20.2444977999985,,,,,,,,,20.180983399997785,20.2444977999985,20.69618989999799,20.69618989999799,21.195196199998463,21.195196199998463,21.495329599998513,21.79530320000049,21.895190200000798,22.179856700000528,up,1,0.37582149999798276,None,,,,,2,001,2023-11-10_18h08.19.144,solo,2023.2.2,60.220430864132155,2023-11-10 18h08.30.209638 +0530,
C:\Users\twara\Downloads\Smiling With Closed Eyes Emoji [Free Download IOS Emojis].png,C:\Users\twara\Downloads\Expressionless Emoji [Free Download IOS Emojis].png,-0.3,down,ic,0,11,11,10,22.22766749999937,,,,,,,,,22.180687100000796,22.22766749999937,22.696212300001207,22.696212300001207,23.195157300000574,23.195157300000574,23.49449299999833,23.795162999998865,23.895363499999803,24.163316699999996,down,1,0.3606574000004912,None,,,,,2,001,2023-11-10_18h08.19.144,solo,2023.2.2,60.220430864132155,2023-11-10 18h08.30.209638 +0530,
C:\Users\twara\Downloads\Confused Emoji [Download iPhone Emojis].png,C:\Users\twara\Downloads\Happy Emoji [Download iPhone Emojis].png,0.3,up,ic,0,12,12,16,24.24431899999763,,,,,,,,,24.164036099999066,24.24431899999763,24.679181299998163,24.679181299998163,25.17860819999987,25.17860819999987,25.478585500000918,25.77861380000104,25.878609700001107,26.130367599998863,up,1,0.33519840000008116,None,,,,,2,001,2023-11-10_18h08.19.144,solo,2023.2.2,60.220430864132155,2023-11-10 18h08.30.209638 +0530,
C:\Users\twara\Downloads\Hugging Emoji [Download iPhone Emojis].png,C:\Users\twara\Downloads\Neutral Emoji [Free Download iPhone Emojis].png,-0.3,down,ic,0,13,13,13,26.196003699998982,,,,,,,,,26.13123429999905,26.196003699998982,26.645586200000253,26.645586200000253,27.145228000001225,27.145228000001225,27.44511390000116,27.74518800000078,27.84522730000026,28.230389399999694,down,1,0.476995100001659,None,,,,,2,001,2023-11-10_18h08.19.144,solo,2023.2.2,60.220430864132155,2023-11-10 18h08.30.209638 +0530,
C:\Users\twara\Downloads\Worried Emoji [Free Download IOS Emojis].png,C:\Users\twara\Downloads\Very Happy Emoji [Free Download IOS Emojis].png,-0.3,down,c,0,14,14,27,28.295856900000217,,,,,,,,,28.231557899998734,28.295856900000217,28.74594520000028,28.74594520000028,29.245354899998347,29.245354899998347,29.544890000001033,29.84514130000025,29.945028599999205,29.96373920000042,down,1,0.1164288999971177,None,,,,,2,001,2023-11-10_18h08.19.144,solo,2023.2.2,60.220430864132155,2023-11-10 18h08.30.209638 +0530,
C:\Users\twara\Downloads\Tears Emoji [Free Download iPhone Emojis in PNG].png,C:\Users\twara\Downloads\Worried Emoji [Free Download IOS Emojis].png,0.3,up,c,0,15,15,7,30.028424100000848,,,,,,,,,29.964681499997823,30.028424100000848,30.478679699997883,30.478679699997883,30.978437900001154,30.978437900001154,31.278474499998993,31.577929700000823,31.678506399999605,31.813491500000964,up,1,0.22038169999723323,None,,,,,2,001,2023-11-10_18h08.19.144,solo,2023.2.2,60.220430864132155,2023-11-10 18h08.30.209638 +0530,
C:\Users\twara\Downloads\Confused Emoji [Download iPhone Emojis].png,C:\Users\twara\Downloads\Happy Emoji [Download iPhone Emojis].png,-0.3,down,c,0,16,16,24,31.861851900001056,,,,,,,,,31.814310699999623,31.861851900001056,32.32874299999821,32.32874299999821,32.82848169999852,32.82848169999852,33.1285332999978,33.42839959999765,33.528733200000715,33.5630029999993,down,1,0.1274169999996957,None,,,,,2,001,2023-11-10_18h08.19.144,solo,2023.2.2,60.220430864132155,2023-11-10 18h08.30.209638 +0530,
C:\Users\twara\Downloads\Confused Emoji [Download iPhone Emojis].png,C:\Users\twara\Downloads\Laughing Emoji [Free Download IOS Emojis].png,-0.3,down,c,0,17,17,28,33.610825699997804,,,,,,,,,33.56371880000006,33.610825699997804,34.07889779999823,34.07889779999823,34.578719199998886,34.578719199998886,34.878517599998304,35.178382499998406,35.27832549999948,35.462865699999384,down,1,0.2674743999996281,None,,,,,2,001,2023-11-10_18h08.19.144,solo,2023.2.2,60.220430864132155,2023-11-10 18h08.30.209638 +0530,
C:\Users\twara\Downloads\Smiling Emoji [Download IOS Smiling Emojis].png,C:\Users\twara\Downloads\Neutral Emoji [Free Download iPhone Emojis].png,-0.3,down,ic,0,18,18,9,35.52772829999958,,,,,,,,,35.46365739999965,35.52772829999958,35.978659000000334,35.978659000000334,36.478221599998506,36.478221599998506,36.77879109999776,37.07835789999808,37.17841749999934,37.24687889999768,down,1,0.16700029999992694,None,,,,,2,001,2023-11-10_18h08.19.144,solo,2023.2.2,60.220430864132155,2023-11-10 18h08.30.209638 +0530,
C:\Users\twara\Downloads\Worried Emoji [Free Download IOS Emojis].png,C:\Users\twara\Downloads\Tears Emoji [Free Download iPhone Emojis in PNG].png,0.3,up,ic,0,19,19,23,37.31169740000041,,,,,,,,,37.247700500000064,37.31169740000041,37.762278099999094,37.762278099999094,38.26155010000002,38.26155010000002,38.56212999999843,38.86186430000089,38.96152019999863,38.97978800000055,up,1,0.1139560999981768,None,,,,,2,001,2023-11-10_18h08.19.144,solo,2023.2.2,60.220430864132155,2023-11-10 18h08.30.209638 +0530,
C:\Users\twara\Downloads\Happy Emoji [Download iPhone Emojis].png,C:\Users\twara\Downloads\Confused Emoji [Download iPhone Emojis].png,-0.3,down,ic,0,20,20,8,39.02821789999871,,,,,,,,,38.98035090000121,39.02821789999871,39.49572160000025,39.49572160000025,39.995312600000034,39.995312600000034,40.29536369999914,40.59508450000067,40.69497670000055,41.04591359999904,down,1,0.44425570000021253,None,,,,,2,001,2023-11-10_18h08.19.144,solo,2023.2.2,60.220430864132155,2023-11-10 18h08.30.209638 +0530,
C:\Users\twara\Downloads\Laughing Emoji [Free Download IOS Emojis].png,C:\Users\twara\Downloads\Confused Emoji [Download iPhone Emojis].png,-0.3,down,ic,0,21,21,12,41.094178100000136,,,,,,,,,41.046387599999434,41.094178100000136,41.561716199998045,41.561716199998045,42.061427900000126,42.061427900000126,42.36129599999913,42.64502309999807,42.76163380000071,42.81285139999818,down,1,0.1562685999997484,None,,,,,2,001,2023-11-10_18h08.19.144,solo,2023.2.2,60.220430864132155,2023-11-10 18h08.30.209638 +0530,
C:\Users\twara\Downloads\Expressionless Emoji [Free Download IOS Emojis].png,C:\Users\twara\Downloads\Smiling With Closed Eyes Emoji [Free Download IOS Emojis].png,-0.3,down,c,0,22,22,26,42.86083679999865,,,,,,,,,42.81353079999826,42.86083679999865,43.32858750000014,43.32858750000014,43.82787240000107,43.82787240000107,44.12820129999818,44.428317400001106,44.56064780000088,44.513838300001225,down,1,0.07631109999783803,None,,,,,2,001,2023-11-10_18h08.19.144,solo,2023.2.2,60.220430864132155,2023-11-10 18h08.30.209638 +0530,
C:\Users\twara\Downloads\Happy Emoji [Download iPhone Emojis].png,C:\Users\twara\Downloads\Confused Emoji [Download iPhone Emojis].png,0.3,up,c,0,23,23,0,44.56064780000088,,,,,,,,,44.51485739999771,44.56064780000088,45.02844230000119,45.02844230000119,45.52855819999968,45.52855819999968,45.82815529999789,46.12816219999877,,46.19639459999962,up,1,0.06545719999849098,None,,,,,2,001,2023-11-10_18h08.19.144,solo,2023.2.2,60.220430864132155,2023-11-10 18h08.30.209638 +0530,
C:\Users\twara\Downloads\Very Happy Emoji [Free Download IOS Emojis].png,C:\Users\twara\Downloads\Worried Emoji [Free Download IOS Emojis].png,-0.3,down,ic,0,24,24,11,46.24409939999896,,,,,,,,,46.196886699999595,46.24409939999896,46.71201099999962,46.71201099999962,47.21141499999794,47.21141499999794,47.511566900000616,47.811839599999075,47.91147949999868,47.91351229999782,down,1,0.09892430000036256,None,,,,,2,001,2023-11-10_18h08.19.144,solo,2023.2.2,60.220430864132155,2023-11-10 18h08.30.209638 +0530,
C:\Users\twara\Downloads\Neutral Emoji [Free Download iPhone Emojis].png,C:\Users\twara\Downloads\Hugging Emoji [Download iPhone Emojis].png,-0.3,down,c,0,25,25,29,47.97890959999859,,,,,,,,,47.914615999998205,47.97890959999859,48.42910299999858,48.42910299999858,48.92808289999812,48.92808289999812,49.228215200000704,49.528376399997796,49.62803019999774,49.69635379999818,down,1,0.16372659999979078,None,,,,,2,001,2023-11-10_18h08.19.144,solo,2023.2.2,60.220430864132155,2023-11-10 18h08.30.209638 +0530,
C:\Users\twara\Downloads\Neutral Emoji [Free Download iPhone Emojis].png,C:\Users\twara\Downloads\Smiling Emoji [Download IOS Smiling Emojis].png,0.3,up,ic,0,26,26,17,49.761419399997976,,,,,,,,,49.69738570000118,49.761419399997976,50.212138299997605,50.212138299997605,50.711641199999576,50.711641199999576,51.01153169999816,51.31135780000113,51.44541860000027,51.39638569999806,down,0,0.07405010000002221,None,,,,,2,001,2023-11-10_18h08.19.144,solo,2023.2.2,60.220430864132155,2023-11-10 18h08.30.209638 +0530,
C:\Users\twara\Downloads\Worried Emoji [Free Download IOS Emojis].png,C:\Users\twara\Downloads\Tears Emoji [Free Download iPhone Emojis in PNG].png,-0.3,down,c,0,27,27,31,51.44541860000027,,,,,,,,,51.39728130000003,51.44541860000027,51.911816399999225,51.911816399999225,52.411244299997634,52.411244299997634,52.71154939999906,53.01137329999983,53.111275499999465,53.36377250000078,down,1,0.3487128999986453,None,,,,,2,001,2023-11-10_18h08.19.144,solo,2023.2.2,60.220430864132155,2023-11-10 18h08.30.209638 +0530,
C:\Users\twara\Downloads\Laughing Emoji [Free Download IOS Emojis].png,C:\Users\twara\Downloads\Confused Emoji [Download iPhone Emojis].png,0.3,up,c,0,28,28,4,53.411227799999324,,,,,,,,,53.36438930000077,53.411227799999324,53.87838339999871,53.87838339999871,54.37821149999945,54.37821149999945,54.67854290000105,54.97818550000011,55.0779935999999,55.21276389999912,up,1,0.21916280000004917,None,,,,,2,001,2023-11-10_18h08.19.144,solo,2023.2.2,60.220430864132155,2023-11-10 18h08.30.209638 +0530,
C:\Users\twara\Downloads\Expressionless Emoji [Free Download IOS Emojis].png,C:\Users\twara\Downloads\Blushed Smiling Emoji [Free Download IOS Emojis].png,-0.3,down,c,0,29,29,30,55.260604299997794,,,,,,,,,55.21351819999836,55.260604299997794,55.728376399998524,55.728376399998524,56.22808409999925,56.22808409999925,56.52837159999763,56.8277992000003,56.92790039999818,56.94582570000057,down,1,0.1074092999988352,None,,,,,2,001,2023-11-10_18h08.19.144,solo,2023.2.2,60.220430864132155,2023-11-10 18h08.30.209638 +0530,
C:\Users\twara\Downloads\Hugging Emoji [Download iPhone Emojis].png,C:\Users\twara\Downloads\Neutral Emoji [Free Download iPhone Emojis].png,0.3,up,c,0,30,30,5,56.99548529999811,,,,,,,,,56.946745699999155,56.99548529999811,57.46152910000092,57.46152910000092,57.961338900000555,57.961338900000555,58.26108309999836,58.56155030000082,58.66162329999861,58.780752999999095,up,1,0.21346559999801684,None,,,,,2,001,2023-11-10_18h08.19.144,solo,2023.2.2,60.220430864132155,2023-11-10 18h08.30.209638 +0530,
C:\Users\twara\Downloads\Worried Emoji [Free Download IOS Emojis].png,C:\Users\twara\Downloads\Very Happy Emoji [Free Download IOS Emojis].png,0.3,up,ic,0,31,31,19,58.84547089999978,,,,,,,,,58.78213450000112,58.84547089999978,59.29496189999918,59.29496189999918,59.79509269999835,59.79509269999835,60.09464260000095,60.394388400000025,60.49476069999946,60.663578299998335,up,1,0.26516740000079153,None,,,,,2,001,2023-11-10_18h08.19.144,solo,2023.2.2,60.220430864132155,2023-11-10 18h08.30.209638 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.664249699999345,60.67799290000039,61.67787859999953,61.66207510000095,,,,,,,,
