image1,image2,pos,corr_resp,c_ic,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,text.started,key_resp_2.started,instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,fixation.started,image.started,image_2.started,image.stopped,image_2.stopped,cue.started,cue.stopped,key_resp.started,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,thankyou.started,text_2.started,text_2.stopped,thankyou.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
C:\Users\twara\Downloads\Smiling With Closed Eyes Emoji [Free Download IOS Emojis].png,C:\Users\twara\Downloads\Expressionless Emoji [Free Download IOS Emojis].png,-0.3,down,ic,0,19,19,10,58.41132430000289,,,,,,,,,58.36433920000127,58.41132430000289,58.87871950000408,58.87871950000408,59.378272200003266,59.378272200003266,59.67809520000446,60.11147460000211,60.11147460000211,61.9464455999987,down,1,1.8191126999954577,None,,,,,1,001,2023-11-09_16h16.32.781,solo,2023.2.2,60.10081310190574,2023-11-09 16h16.43.529472 +0530,
C:\Users\twara\Downloads\Neutral Emoji [Free Download iPhone Emojis].png,C:\Users\twara\Downloads\Slightly Smiling Emoji [Free Download IOS Emojis].png,-0.3,down,c,0,20,20,28,61.99452040000324,,,,,,,,,61.94739159999881,61.99452040000324,62.46178379999765,62.46178379999765,62.96108880000247,62.96108880000247,63.261722800001735,63.66132939999807,63.66132939999807,63.762910999997985,down,1,0.08803169999737293,None,,,,,1,001,2023-11-09_16h16.32.781,solo,2023.2.2,60.10081310190574,2023-11-09 16h16.43.529472 +0530,
C:\Users\twara\Downloads\Worried Emoji [Free Download IOS Emojis].png,C:\Users\twara\Downloads\Very Happy Emoji [Free Download IOS Emojis].png,0.3,up,ic,0,21,21,19,63.81109709999873,,,,,,,,,63.76390309999988,63.81109709999873,64.27826130000176,64.27826130000176,64.77852549999807,64.77852549999807,65.07808710000245,65.47803900000144,65.47803900000144,67.42997879999893,up,1,1.948187299996789,None,,,,,1,001,2023-11-09_16h16.32.781,solo,2023.2.2,60.10081310190574,2023-11-09 16h16.43.529472 +0530,
C:\Users\twara\Downloads\Smiling With Closed Eyes Emoji [Free Download IOS Emojis].png,C:\Users\twara\Downloads\Expressionless Emoji [Free Download IOS Emojis].png,0.3,up,c,0,22,22,2,67.47682899999927,,,,,,,,,67.43090820000361,67.47682899999927,67.94488770000316,67.94488770000316,68.44453970000177,68.44453970000177,68.74463010000181,69.14456950000022,69.14456950000022,69.22930340000312,up,1,0.0779495999959181,None,,,,,1,001,2023-11-09_16h16.32.781,solo,2023.2.2,60.10081310190574,2023-11-09 16h16.43.529472 +0530,
C:\Users\twara\Downloads\Confused Emoji [Download iPhone Emojis].png,C:\Users\twara\Downloads\Happy Emoji [Download iPhone Emojis].png,0.3,up,ic,0,23,23,16,69.27714930000366,,,,,,,,,69.23021220000373,69.27714930000366,69.74483830000099,69.74483830000099,70.24473849999777,70.24473849999777,70.54452350000065,70.94460609999805,70.94460609999805,71.02937620000012,up,1,0.07436890000099083,None,,,,,1,001,2023-11-09_16h16.32.781,solo,2023.2.2,60.10081310190574,2023-11-09 16h16.43.529472 +0530,
C:\Users\twara\Downloads\Expressionless Emoji [Free Download IOS Emojis].png,C:\Users\twara\Downloads\Tears Emoji [Free Download iPhone Emojis in PNG].png,-0.3,down,c,0,24,24,31,71.07758009999816,,,,,,,,,71.03045959999872,71.07758009999816,71.54481420000229,71.54481420000229,72.04502209999919,72.04502209999919,72.34496650000074,72.74450660000002,72.74450660000002,73.56279740000173,down,1,0.8037022999997134,None,,,,,1,001,2023-11-09_16h16.32.781,solo,2023.2.2,60.10081310190574,2023-11-09 16h16.43.529472 +0530,
C:\Users\twara\Downloads\Neutral Emoji [Free Download iPhone Emojis].png,C:\Users\twara\Downloads\Smiling Emoji [Download IOS Smiling Emojis].png,0.3,up,ic,0,25,25,17,73.6284771999999,,,,,,,,,73.56361070000276,73.6284771999999,74.07815230000415,74.07815230000415,74.57795479999913,74.57795479999913,74.8779446999979,75.27792670000053,75.27792670000053,76.8627822999988,up,1,1.5713308000049437,None,,,,,1,001,2023-11-09_16h16.32.781,solo,2023.2.2,60.10081310190574,2023-11-09 16h16.43.529472 +0530,
C:\Users\twara\Downloads\Blushed Smiling Emoji [Free Download IOS Emojis].png,C:\Users\twara\Downloads\Confused Emoji [Download iPhone Emojis].png,0.3,up,c,0,26,26,6,76.92765109999891,,,,,,,,,76.86379770000349,76.92765109999891,77.37827520000428,77.37827520000428,77.8780035000018,77.8780035000018,78.17793479999818,78.57777989999886,78.57777989999886,81.395483100001,up,1,2.80599649999931,None,,,,,1,001,2023-11-09_16h16.32.781,solo,2023.2.2,60.10081310190574,2023-11-09 16h16.43.529472 +0530,
C:\Users\twara\Downloads\Slightly Smiling Emoji [Free Download IOS Emojis].png,C:\Users\twara\Downloads\Neutral Emoji [Free Download iPhone Emojis].png,0.3,up,c,0,27,27,4,81.44409989999986,,,,,,,,,81.39609490000294,81.44409989999986,81.91117559999839,81.91117559999839,82.41101360000175,82.41101360000175,82.71111940000264,83.11091879999731,83.11091879999731,83.21243340000365,up,1,0.08942869999737013,None,,,,,1,001,2023-11-09_16h16.32.781,solo,2023.2.2,60.10081310190574,2023-11-09 16h16.43.529472 +0530,
C:\Users\twara\Downloads\Confused Emoji [Download iPhone Emojis].png,C:\Users\twara\Downloads\Happy Emoji [Download iPhone Emojis].png,-0.3,down,c,0,28,28,24,83.26090500000282,,,,,,,,,83.2134550999981,83.26090500000282,83.72848410000006,83.72848410000006,84.24460589999944,84.24460589999944,84.52768199999991,84.92774970000028,84.92774970000028,86.02914430000237,down,1,1.0914272999943933,None,,,,,1,001,2023-11-09_16h16.32.781,solo,2023.2.2,60.10081310190574,2023-11-09 16h16.43.529472 +0530,
C:\Users\twara\Downloads\Expressionless Emoji [Free Download IOS Emojis].png,C:\Users\twara\Downloads\Smiling With Closed Eyes Emoji [Free Download IOS Emojis].png,0.3,up,ic,0,29,29,18,86.07636749999801,,,,,,,,,86.03011870000046,86.07636749999801,86.54487810000137,86.54487810000137,87.04467300000397,87.04467300000397,87.34450479999941,87.74430179999763,87.74430179999763,87.84595880000415,up,1,0.08469270000205142,None,,,,,1,001,2023-11-09_16h16.32.781,solo,2023.2.2,60.10081310190574,2023-11-09 16h16.43.529472 +0530,
C:\Users\twara\Downloads\Happy Emoji [Download iPhone Emojis].png,C:\Users\twara\Downloads\Confused Emoji [Download iPhone Emojis].png,-0.3,down,ic,0,30,30,8,87.89336519999779,,,,,,,,,87.847102300002,87.89336519999779,88.36112610000418,88.36112610000418,88.86110030000418,88.86110030000418,89.16092970000318,89.56107530000008,89.56107530000008,89.64604220000183,down,1,0.07594750000134809,None,,,,,1,001,2023-11-09_16h16.32.781,solo,2023.2.2,60.10081310190574,2023-11-09 16h16.43.529472 +0530,
C:\Users\twara\Downloads\Expressionless Emoji [Free Download IOS Emojis].png,C:\Users\twara\Downloads\Tears Emoji [Free Download iPhone Emojis in PNG].png,0.3,up,ic,0,31,31,23,89.6939521000022,,,,,,,,,89.64703949999966,89.6939521000022,90.16118860000279,90.16118860000279,90.66093209999963,90.66093209999963,90.96123570000054,91.36094740000408,91.36094740000408,92.84585920000245,up,1,1.478303899995808,None,,,,,1,001,2023-11-09_16h16.32.781,solo,2023.2.2,60.10081310190574,2023-11-09 16h16.43.529472 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.84641170000396,92.86061680000421,93.86094949999824,93.8454172999991,,,,,,,,
